"Date","Price","Open","High","Low","Vol.","Change %"
"04/23/2019","1.2937","1.2981","1.3020","1.2928","164.01K","-0.35%"
"04/22/2019","1.2982","1.2995","1.3002","1.2974","127.51K","-0.05%"
"04/19/2019","1.2988","1.2998","1.3015","1.2982","165.76K","-0.06%"
"04/18/2019","1.2996","1.3042","1.3054","1.2979","173.71K","-0.36%"
"04/17/2019","1.3043","1.3049","1.3069","1.3029","155.44K","-0.04%"
"04/16/2019","1.3048","1.3102","1.3113","1.3042","165.11K","-0.37%"
"04/15/2019","1.3097","1.3076","1.3120","1.3065","136.46K","0.12%"
"04/12/2019","1.3081","1.3061","1.3133","1.3049","163.02K","0.21%"
"04/11/2019","1.3054","1.3092","1.3110","1.3050","175.61K","-0.27%"
"04/10/2019","1.3089","1.3058","1.3122","1.3043","163.33K","0.22%"
"04/09/2019","1.3060","1.3065","1.3123","1.3030","159.75K","-0.02%"
"04/08/2019","1.3062","1.3036","1.3076","1.3021","133.52K","0.20%"
"04/05/2019","1.3036","1.3079","1.3124","1.2987","188.70K","-0.31%"
"04/04/2019","1.3077","1.3161","1.3192","1.3060","191.07K","-0.62%"
"04/03/2019","1.3159","1.3127","1.3197","1.3121","203.85K","0.24%"
"04/02/2019","1.3127","1.3102","1.3151","1.3013","199.03K","0.21%"
"04/01/2019","1.3099","1.3038","1.3151","1.3009","154.18K","0.52%"
"03/29/2019","1.3031","1.3046","1.3137","1.2978","199.57K","-0.09%"
"03/28/2019","1.3043","1.3189","1.3217","1.3034","203.65K","-1.11%"
"03/27/2019","1.3189","1.3208","1.3270","1.3166","185.82K","-0.14%"
"03/26/2019","1.3207","1.3194","1.3263","1.3158","176.11K","0.04%"
"03/25/2019","1.3202","1.3207","1.3247","1.3160","140.04K","-0.05%"
"03/22/2019","1.3209","1.3109","1.3225","1.3081","196.05K","0.78%"
"03/21/2019","1.3107","1.3196","1.3230","1.3004","192.31K","-0.67%"
"03/20/2019","1.3196","1.3269","1.3283","1.3145","189.58K","-0.54%"
"03/19/2019","1.3267","1.3256","1.3312","1.3240","175.20K","0.09%"
"03/18/2019","1.3255","1.3288","1.3302","1.3183","136.74K","-0.26%"
"03/15/2019","1.3289","1.3240","1.3302","1.3202","199.54K","0.38%"
"03/14/2019","1.3239","1.3341","1.3342","1.3207","218.80K","-0.73%"
"03/13/2019","1.3337","1.3076","1.3384","1.3059","191.52K","2.02%"
"03/12/2019","1.3073","1.3151","1.3290","1.3004","214.38K","-0.59%"
"03/11/2019","1.3151","1.3018","1.3172","1.2948","174.17K","1.04%"
"03/08/2019","1.3015","1.3085","1.3110","1.2989","171.63K","-0.53%"
"03/07/2019","1.3084","1.3170","1.3187","1.3068","169.53K","-0.65%"
"03/06/2019","1.3169","1.3180","1.3182","1.3124","186.22K","-0.05%"
"03/05/2019","1.3175","1.3177","1.3199","1.3097","175.89K","-0.08%"
"03/04/2019","1.3186","1.3238","1.3275","1.3166","160.52K","-0.12%"
"03/01/2019","1.3202","1.3262","1.3288","1.3171","196.05K","-0.44%"
"02/28/2019","1.3261","1.3309","1.3326","1.3253","196.63K","-0.35%"
"02/27/2019","1.3308","1.3250","1.3350","1.3233","193.56K","0.44%"
"02/26/2019","1.3250","1.3089","1.3290","1.3089","179.34K","1.18%"
"02/25/2019","1.3095","1.3074","1.3115","1.3040","151.67K","0.33%"
"02/22/2019","1.3052","1.3045","1.3082","1.2967","162.35K","0.02%"
"02/21/2019","1.3049","1.3051","1.3096","1.3025","187.78K","0.00%"
"02/20/2019","1.3049","1.3062","1.3110","1.3011","180.87K","-0.10%"
"02/19/2019","1.3062","1.2923","1.3075","1.2895","153.66K","1.09%"
"02/18/2019","1.2921","1.2891","1.2939","1.2891","136.78K","0.25%"
"02/15/2019","1.2889","1.2808","1.2899","1.2784","170.67K","0.61%"
"02/14/2019","1.2811","1.2845","1.2879","1.2772","160.35K","-0.26%"
"02/13/2019","1.2844","1.2893","1.2960","1.2845","164.21K","-0.36%"
"02/12/2019","1.2890","1.2859","1.2910","1.2832","174.29K","0.32%"
"02/11/2019","1.2849","1.2949","1.2957","1.2845","133.53K","-0.76%"
"02/08/2019","1.2947","1.2954","1.2977","1.2921","158.50K","-0.05%"
"02/07/2019","1.2953","1.2933","1.2997","1.2853","169.36K","0.16%"
"02/06/2019","1.2932","1.2950","1.2981","1.2925","187.91K","-0.08%"
"02/05/2019","1.2942","1.3039","1.3056","1.2924","173.42K","-0.71%"
"02/04/2019","1.3035","1.3085","1.3104","1.3029","135.28K","-0.37%"
"02/01/2019","1.3083","1.3107","1.3116","1.3043","166.69K","-0.13%"
"01/31/2019","1.3100","1.3116","1.3161","1.3097","176.67K","-0.12%"
"01/30/2019","1.3116","1.3066","1.3147","1.3053","185.24K","0.38%"
"01/29/2019","1.3066","1.3168","1.3200","1.3056","182.43K","-0.73%"
"01/28/2019","1.3162","1.3194","1.3214","1.3137","155.99K","-0.30%"
"01/25/2019","1.3201","1.3065","1.3218","1.3055","189.37K","1.05%"
"01/24/2019","1.3064","1.3068","1.3096","1.3011","177.31K","-0.02%"
"01/23/2019","1.3067","1.2959","1.3082","1.2943","180.17K","0.85%"
"01/22/2019","1.2957","1.2890","1.2976","1.2855","179.60K","0.52%"
"01/21/2019","1.2890","1.2883","1.2912","1.2830","167.11K","0.13%"
"01/18/2019","1.2873","1.2986","1.2995","1.2856","174.26K","-0.85%"
"01/17/2019","1.2984","1.2886","1.3002","1.2832","188.37K","0.80%"
